CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
FELONY ASSAULT,11/24/2015 03:02:00 PM,15-062682,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,20X,2900 INTERNATIONAL BLVD,Oakland,CA,"2900 INTERNATIONAL BLVD
Oakland, CA
(37.779203, -122.228842)"
BURG - AUTO,11/24/2015 10:00:00 PM,15-062789,BURGLARY-AUTO,24Y,4000 FULLINGTON ST,Oakland,CA,"4000 FULLINGTON ST
Oakland, CA
(37.788482, -122.200336)"
BURG - AUTO,11/25/2015 06:20:00 AM,15-062833,BURGLARY-AUTO,27X,4700 FOOTHILL BLVD,Oakland,CA,"4700 FOOTHILL BLVD
Oakland, CA
(37.773213, -122.208714)"
MISDEMEANOR ASSAULT,11/25/2015 03:45:00 PM,15-062828,BATTERY,34X,8800 INTERNATIONAL BLVD,Oakland,CA,"8800 INTERNATIONAL BLVD
Oakland, CA
(37.751046, -122.175365)"
PETTY THEFT,11/24/2015 01:21:00 PM,15-062668,ATTEMPT THEFT,03X,400 13TH ST,Oakland,CA,"400 13TH ST
Oakland, CA
(37.803281, -122.270706)"
BURG - AUTO,11/25/2015 05:10:00 PM,15-062850,BURGLARY-AUTO,05X,900 W GRAND AV,Oakland,CA,"900 W GRAND AV
Oakland, CA
(37.814566, -122.278616)"
ROBBERY,11/24/2015 10:44:00 AM,15-062636,ROBBERY-OTHER DANGEROUS WEAPON,03Y,1300 BROADWAY,Oakland,CA,"1300 BROADWAY
Oakland, CA
(37.803663, -122.271636)"
DOMESTIC VIOLENCE,11/25/2015 08:45:00 PM,15-062866,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,11X,700 55TH ST,Oakland,CA,"700 55TH ST
Oakland, CA
(37.840109, -122.267224)"
ARSON,11/25/2015 02:29:00 AM,15-062776,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,10Y,900 42ND ST,Oakland,CA,"900 42ND ST
Oakland, CA
(37.832353, -122.273445)"
FRAUD,11/25/2015 10:25:00 AM,15-915685,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,21Y,2600 COOLIDGE AV,Oakland,CA,"2600 COOLIDGE AV
Oakland, CA
(37.787996, -122.217657)"
DUI,11/25/2015 08:45:00 PM,15-062868,DUI ALCOHOL/0.08 PERCENT,23X,1700 33RD AV,Oakland,CA,"1700 33RD AV
Oakland, CA
(37.781091, -122.222906)"
DOMESTIC VIOLENCE,11/25/2015 07:30:00 PM,15-062870,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,18X,2200 E 20TH ST,Oakland,CA,"2200 E 20TH ST
Oakland, CA
(37.788674, -122.233824)"
MISDEMEANOR ASSAULT,11/26/2015 01:20:00 AM,15-062887,BATTERY,07X,3200 ADELINE ST,Oakland,CA,"3200 ADELINE ST
Oakland, CA
(37.823765, -122.280992)"
DOMESTIC VIOLENCE,11/25/2015 08:15:00 PM,15-062863,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,5700 E 16TH ST,Oakland,CA,"5700 E 16TH ST
Oakland, CA
(37.76681, -122.19891)"
BURG - RESIDENTIAL,11/24/2015 04:52:00 PM,15-062699,BURGLARY-NO FORCE,14Y,1000 WARFIELD AV,Oakland,CA,"1000 WARFIELD AV
Oakland, CA
(37.815919, -122.241434)"
DOMESTIC VIOLENCE,11/25/2015 03:46:00 PM,15-062831,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27Y,5700 E 16TH ST,Oakland,CA,"5700 E 16TH ST
Oakland, CA
(37.76681, -122.19891)"
STOLEN VEHICLE,11/25/2015 08:45:00 PM,15-062867,VEHICLE THEFT - AUTO,27X,2300 COURTLAND AV,Oakland,CA,"2300 COURTLAND AV
Oakland, CA
(37.778879, -122.206196)"
BURG - RESIDENTIAL,11/24/2015 11:20:00 AM,15-915669,BURGLARY-FORCIBLE ENTRY,16Y,1900 E 38TH ST,Oakland,CA,"1900 E 38TH ST
Oakland, CA
(37.801917, -122.219156)"
PETTY THEFT,11/25/2015 08:00:00 PM,15-062906,THEFT,05X,2000 WEST ST,Oakland,CA,"2000 WEST ST
Oakland, CA
(37.811536, -122.277067)"
DOMESTIC VIOLENCE,11/25/2015 08:45:00 PM,15-062871,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,25X,4200 KNOLL AV,Oakland,CA,"4200 KNOLL AV
Oakland, CA
(37.787873, -122.179982)"
DOMESTIC VIOLENCE,11/24/2015 01:02:00 PM,15-062660,THREAT CRIME:INT:TERRORIZE,05X,700 W GRAND AV,Oakland,CA,"700 W GRAND AV
Oakland, CA
(37.812769, -122.273725)"
DOMESTIC VIOLENCE,11/24/2015 04:00:00 PM,15-062696,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,17X,500 E 18TH ST,Oakland,CA,"500 E 18TH ST
Oakland, CA
(37.798259, -122.250008)"
STOLEN VEHICLE,11/26/2015 08:20:00 AM,15-060858,VEHICLE THEFT - AUTO,18X,1600 16TH AV,Oakland,CA,"1600 16TH AV
Oakland, CA
(37.790239, -122.242387)"
BURG - AUTO,11/24/2015 01:00:00 PM,15-915680,BURGLARY-AUTO,13X,6100 BUENA VISTA AV,Oakland,CA,"6100 BUENA VISTA AV
Oakland, CA
(37.84552, -122.232589)"
PETTY THEFT,11/24/2015 10:00:00 PM,15-915684,THEFT,12Y,6600 DANA ST,Oakland,CA,"6600 DANA ST
Oakland, CA
(37.852116, -122.258138)"
ROBBERY,11/25/2015 08:00:00 PM,15-062873,ROBBERY-FIREARM,21X,2700 FOOTHILL BLVD,Oakland,CA,"2700 FOOTHILL BLVD
Oakland, CA
(37.784498, -122.227916)"
RECOVERED O/S STOLEN,11/24/2015 12:56:00 PM,15-062659,VEHICLE THEFT - AUTO,07X,1300 W GRAND AV,Oakland,CA,"1300 W GRAND AV
Oakland, CA
(37.816333, -122.287075)"
VANDALISM,11/24/2015 08:35:00 AM,15-062608,VANDALISM,24X,3900 BROOKDALE AV,Oakland,CA,"3900 BROOKDALE AV
Oakland, CA
(37.784818, -122.206793)"
MISDEMEANOR ASSAULT,11/25/2015 05:54:00 PM,15-062849,BATTERY,23X,4100 INTERNATIONAL BLVD,Oakland,CA,"4100 INTERNATIONAL BLVD
Oakland, CA
(37.773309, -122.216748)"
STOLEN VEHICLE,11/25/2015 06:00:00 PM,15-062914,VEHICLE THEFT - AUTO,20X,2500 E 16TH ST,Oakland,CA,"2500 E 16TH ST
Oakland, CA
(37.783533, -122.23182)"
STOLEN VEHICLE,11/26/2015 08:25:00 AM,15-062912,VEHICLE THEFT - AUTO,25X,3700 39TH AV,Oakland,CA,"3700 39TH AV
Oakland, CA
(37.790506, -122.195751)"
NARCOTICS,11/25/2015 11:30:00 AM,15-062783,POSSESS CONTROLLED SUBSTANCE FOR SALE,02Y,900 WOOD ST,Oakland,CA,"900 WOOD ST
Oakland, CA
(37.80967, -122.300693)"
BURG - AUTO,11/24/2015 09:30:00 AM,15-062642,BURGLARY-AUTO,17Y,2800 VALLECITO PL,Oakland,CA,"2800 VALLECITO PL
Oakland, CA
(37.797885, -122.233132)"
PETTY THEFT,11/24/2015 02:00:00 PM,15-062687,THEFT,27X,1900 48TH AV,Oakland,CA,"1900 48TH AV
Oakland, CA
(37.77295, -122.207485)"
PROSTITUTION,11/24/2015 10:00:00 AM,15-062646,SUPV/ETC PROSTITUTION,07X,3600 MANDELA PKWY,Oakland,CA,"3600 MANDELA PKWY
Oakland, CA
(37.82728, -122.28926)"
VANDALISM,11/24/2015 06:45:00 AM,15-915686,VANDALISM,,KELLER AVE,Oakland,CA,"KELLER AVE
Oakland, CA
"
FRAUD,11/25/2015 09:00:00 AM,15-915691,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,28X,3100 BIRDSALL AV,Oakland,CA,"3100 BIRDSALL AV
Oakland, CA
(37.779127, -122.192055)"
MISDEMEANOR ASSAULT,11/24/2015 12:00:00 PM,15-062841,BATTERY,08X,400 29TH ST,Oakland,CA,"400 29TH ST
Oakland, CA
(37.817806, -122.265294)"
GRAND THEFT,11/25/2015 11:48:00 AM,15-062798,GRAND THEFT FROM PERSON (AMENDED),23X,3400 E 18TH ST,Oakland,CA,"3400 E 18TH ST
Oakland, CA
(37.781124, -122.221273)"
ROBBERY,11/25/2015 10:50:00 AM,15-062790,ROBBERY/INHABITED DWELLING - FIREARM,02X,1300 5TH ST,Oakland,CA,"1300 5TH ST
Oakland, CA
(37.803617, -122.291915)"
BURG - AUTO,11/24/2015 09:00:00 PM,15-062750,BURGLARY-AUTO,09X,3800 HOWE ST,Oakland,CA,"3800 HOWE ST
Oakland, CA
(37.824589, -122.25641)"
DISORDERLY CONDUCT,11/25/2015 07:42:00 AM,15-062772,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,01X,00 JACK LONDON SQ,Oakland,CA,"00 JACK LONDON SQ
Oakland, CA
"
BURG - RESIDENTIAL,11/24/2015 11:00:00 AM,15-915674,BURGLARY-FORCIBLE ENTRY,22Y,3400 ROBINSON DR,Oakland,CA,"3400 ROBINSON DR
Oakland, CA
(37.806614, -122.181473)"
BURG - RESIDENTIAL,11/24/2015 09:15:00 AM,15-062614,ATTEMPTED BURGLARY,07X,3300 MAGNOLIA ST,Oakland,CA,"3300 MAGNOLIA ST
Oakland, CA
(37.825129, -122.281659)"
STOLEN VEHICLE,11/23/2015 07:00:00 AM,15-062825,VEHICLE THEFT - AUTO,15X,100 ATHOL AV,Oakland,CA,"100 ATHOL AV
Oakland, CA
(37.800953, -122.253108)"
VANDALISM,11/24/2015 11:00:00 PM,15-915688,VANDALISM,32Y,2000 105TH AV,Oakland,CA,"2000 105TH AV
Oakland, CA
(37.741271, -122.160321)"
MISDEMEANOR ASSAULT,11/23/2015 07:00:00 PM,15-062620,BATTERY,02X,1000 POPLAR ST,Oakland,CA,"1000 POPLAR ST
Oakland, CA
(37.807347, -122.290318)"
ARSON,11/24/2015 12:05:00 PM,15-062653,ARSON:INHABITED STRUCTURE/PROPERTY,06X,700 37TH ST,Oakland,CA,"700 37TH ST
Oakland, CA
(37.826462, -122.270371)"
BURG - COMMERCIAL,11/23/2015 07:20:00 PM,15-062605,BURGLARY-FORCIBLE ENTRY,23X,4000 INTERNATIONAL BLVD,Oakland,CA,"4000 INTERNATIONAL BLVD
Oakland, CA
(37.773876, -122.217943)"
STOLEN VEHICLE,11/23/2015 08:00:00 AM,15-062814,VEHICLE THEFT - AUTO,04X,1500 CLAY ST,Oakland,CA,"1500 CLAY ST
Oakland, CA
(37.805926, -122.273184)"
PETTY THEFT,11/24/2015 01:30:00 PM,15-915670,THEFT,04X,1400 FRANKLIN ST,Oakland,CA,"1400 FRANKLIN ST
Oakland, CA
(37.803898, -122.269938)"
MISDEMEANOR ASSAULT,11/24/2015 03:00:00 PM,15-062693,BATTERY,04X,500 W GRAND AV,Oakland,CA,"500 W GRAND AV
Oakland, CA
(37.811956, -122.268974)"
STOLEN VEHICLE,11/25/2015 11:36:00 AM,15-062796,VEHICLE THEFT - AUTO,33X,9700 B ST,Oakland,CA,"9700 B ST
Oakland, CA
(37.74306, -122.174092)"
PETTY THEFT,11/23/2015 05:00:00 PM,15-915649,THEFT,03Y,1200 CLAY ST,Oakland,CA,"1200 CLAY ST
Oakland, CA
(37.804606, -122.27404)"
DOMESTIC VIOLENCE,11/24/2015 04:00:00 PM,15-062817,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,09X,4100 HOWE ST,Oakland,CA,"4100 HOWE ST
Oakland, CA
(37.827022, -122.253243)"
BURG - AUTO,11/23/2015 01:30:00 PM,15-915620,BURGLARY-AUTO,,NORTH OAKLAND REGIONAL SPORTS,Oakland,CA,"NORTH OAKLAND REGIONAL SPORTS
Oakland, CA
"
VANDALISM,11/23/2015 07:00:00 PM,15-915666,VANDALISM,12Y,5300 COLLEGE AV,Oakland,CA,"5300 COLLEGE AV
Oakland, CA
(37.837843, -122.25129)"
STOLEN VEHICLE,11/26/2015 05:30:00 AM,15-062908,VEHICLE THEFT - AUTO,22Y,3300 MACARTHUR BLVD,Oakland,CA,"3300 MACARTHUR BLVD
Oakland, CA
(37.795151, -122.202114)"
PETTY THEFT,11/25/2015 10:31:00 PM,15-062923,THEFT,26Y,1300 62ND AV,Oakland,CA,"1300 62ND AV
Oakland, CA
(37.762569, -122.199269)"
BURG - AUTO,11/25/2015 09:00:00 PM,15-062927,BURGLARY-AUTO,31Y,8400 ENTERPRISE WY,Oakland,CA,"8400 ENTERPRISE WY
Oakland, CA
(37.744034, -122.194914)"
ROBBERY,11/26/2015 11:00:00 PM,15-063011,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",20X,2300 FOOTHILL BLVD,Oakland,CA,"2300 FOOTHILL BLVD
Oakland, CA
(37.785085, -122.233858)"
STOLEN VEHICLE,11/26/2015 11:00:00 PM,15-063039,VEHICLE THEFT - AUTO,27Y,2200 64TH AV,Oakland,CA,"2200 64TH AV
Oakland, CA
(37.766339, -122.190795)"
STOLEN VEHICLE,11/26/2015 10:00:00 AM,15-062929,VEHICLE THEFT - AUTO,33X,8900 G ST,Oakland,CA,"8900 G ST
Oakland, CA
(37.746342, -122.183243)"
MISDEMEANOR ASSAULT,11/27/2015 12:00:00 AM,15-063065,BATTERY,10Y,5900 MARTIN LUTHER KING JR W,Oakland,CA,"5900 MARTIN LUTHER KING JR W
Oakland, CA
"
GRAND THEFT,11/27/2015 12:00:00 AM,15-063069,GRAND THEFT,13Z,6100 MERCED AV,Oakland,CA,"6100 MERCED AV
Oakland, CA
(37.825041, -122.20947)"
MISDEMEANOR ASSAULT,11/27/2015 10:30:00 AM,15-063064,BATTERY,26X,5300 E 12TH ST,Oakland,CA,"5300 E 12TH ST
Oakland, CA
(37.766051, -122.208406)"
MISDEMEANOR ASSAULT,11/27/2015 10:31:00 AM,15-063061,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,04X,1700 TELEGRAPH AV,Oakland,CA,"1700 TELEGRAPH AV
Oakland, CA
(37.807145, -122.270173)"
DOMESTIC VIOLENCE,11/26/2015 01:40:00 AM,15-062888,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,30X,1600 81ST AV,Oakland,CA,"1600 81ST AV
Oakland, CA
(37.757456, -122.177846)"
STOLEN VEHICLE,11/26/2015 11:31:00 AM,15-062936,VEHICLE THEFT - AUTO,27X,4700 FOOTHILL BLVD,Oakland,CA,"4700 FOOTHILL BLVD
Oakland, CA
(37.773213, -122.208714)"
PETTY THEFT,11/25/2015 10:20:00 PM,15-062881,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,14X,300 GRAND AV,Oakland,CA,"300 GRAND AV
Oakland, CA
(37.809029, -122.256834)"
STOLEN VEHICLE,11/26/2015 09:30:00 PM,15-063046,VEHICLE THEFT - AUTO,22Y,3000 DELAWARE ST,Oakland,CA,"3000 DELAWARE ST
Oakland, CA
(37.79583, -122.206545)"
BURG - AUTO,11/24/2015 11:00:00 AM,15-915664,BURGLARY-AUTO,31X,8400 EDGEWATER DR,Oakland,CA,"8400 EDGEWATER DR
Oakland, CA
(37.737486, -122.198228)"
MISDEMEANOR ASSAULT,11/26/2015 09:40:00 PM,15-062994,BATTERY,27X,4700 FOOTHILL BLVD,Oakland,CA,"4700 FOOTHILL BLVD
Oakland, CA
(37.773213, -122.208714)"
BURG - AUTO,11/27/2015 12:00:00 AM,15-063067,BURGLARY-AUTO,06X,900 W MACARTHUR BLVD,Oakland,CA,"900 W MACARTHUR BLVD
Oakland, CA
(37.828091, -122.274567)"
DOMESTIC VIOLENCE,11/26/2015 07:30:00 PM,15-062990,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,13Y,7000 BALSAM WY,Oakland,CA,"7000 BALSAM WY
Oakland, CA
(37.84904, -122.2096)"
FELONY ASSAULT,11/26/2015 08:22:00 PM,15-062989,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,29X,2800 55TH AV,Oakland,CA,"2800 55TH AV
Oakland, CA
(37.775349, -122.191922)"
NARCOTICS,11/26/2015 02:44:00 PM,15-062957,POSSESS MARIJUANA/HASHISH FOR SALE,34X,9500 BIRCH ST,Oakland,CA,"9500 BIRCH ST
Oakland, CA
(37.748884, -122.166544)"
MISDEMEANOR ASSAULT,11/26/2015 02:43:00 PM,15-062954,BATTERY,19X,1500 23RD AV,Oakland,CA,"1500 23RD AV
Oakland, CA
(37.784234, -122.235151)"
GRAND THEFT,11/23/2015 06:20:00 PM,15-915623,GRAND THEFT,01X,00 BROADWAY,Oakland,CA,"00 BROADWAY
Oakland, CA
"
DUI,11/25/2015 11:17:00 PM,15-062880,DUI ALCOHOL/DRUGS WITH DEATH/BODILY INJURY (AMENDED),11X,700 52ND ST,Oakland,CA,"700 52ND ST
Oakland, CA
(37.837432, -122.266778)"
BURG - AUTO,11/23/2015 09:00:00 PM,15-915638,BURGLARY-AUTO,08X,300 26TH ST,Oakland,CA,"300 26TH ST
Oakland, CA
(37.814603, -122.263385)"
PETTY THEFT,11/24/2015 02:00:00 PM,15-915667,THEFT,17Y,1400 E 31ST ST,Oakland,CA,"1400 E 31ST ST
Oakland, CA
(37.799276, -122.231413)"
PETTY THEFT,11/23/2015 09:15:00 PM,15-915634,VANDALISM,08X,3300 BROADWAY,Oakland,CA,"3300 BROADWAY
Oakland, CA
(37.820644, -122.260924)"
DUI,11/26/2015 02:30:00 AM,15-062892,DUI ALCOHOL/DRUGS,27X,2200 VICKSBURG AV,Oakland,CA,"2200 VICKSBURG AV
Oakland, CA
(37.776413, -122.203498)"
BURG - AUTO,11/24/2015 10:00:00 PM,15-915606,BURGLARY-AUTO,12X,4300 TELEGRAPH AV,Oakland,CA,"4300 TELEGRAPH AV
Oakland, CA
(37.831801, -122.263732)"
MISDEMEANOR ASSAULT,11/26/2015 11:45:00 PM,15-063013,BATTERY,21Y,3100 COOLIDGE AV,Oakland,CA,"3100 COOLIDGE AV
Oakland, CA
(37.79268, -122.214084)"
DOMESTIC VIOLENCE,11/27/2015 02:10:00 AM,15-063025,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,26X,1200 51ST AV,Oakland,CA,"1200 51ST AV
Oakland, CA
(37.767536, -122.209477)"
BURG - RESIDENTIAL,11/24/2015 04:30:00 PM,15-063091,BURGLARY-NO FORCE,08X,400 38TH ST,Oakland,CA,"400 38TH ST
Oakland, CA
(37.826509, -122.260286)"
DOMESTIC VIOLENCE,11/27/2015 07:24:00 AM,15-063042,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,24Y,3000 EASTMAN AV,Oakland,CA,"3000 EASTMAN AV
Oakland, CA
(37.785707, -122.201976)"
DUI,11/27/2015 12:21:00 AM,15-063016,DUI ALCOHOL/DRUGS,27X,1900 48TH AV,Oakland,CA,"1900 48TH AV
Oakland, CA
(37.77295, -122.207485)"
DUI,11/26/2015 06:46:00 PM,15-062973,DUI ALCOHOL/DRUGS,34X,1900 90TH AV,Oakland,CA,"1900 90TH AV
Oakland, CA
(37.752108, -122.168929)"
STOLEN VEHICLE,11/25/2015 05:00:00 PM,15-063049,VEHICLE THEFT - AUTO,35X,3400 PARK AVE.,Oakland,CA,"3400 PARK AVE.
Oakland, CA
"
PETTY THEFT,11/25/2015 10:30:00 PM,15-062928,THEFT,06X,600 28TH ST,Oakland,CA,"600 28TH ST
Oakland, CA
(37.818136, -122.271048)"
FELONY ASSAULT,11/24/2015 04:00:00 PM,15-062918,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,10X,5800 SAN PABLO AV,Oakland,CA,"5800 SAN PABLO AV
Oakland, CA
(37.841013, -122.283016)"
STOLEN VEHICLE,11/27/2015 12:05:00 AM,15-062946,VEHICLE THEFT - AUTO,35X,9000 THERMAL ST,Oakland,CA,"9000 THERMAL ST
Oakland, CA
(37.755674, -122.16022)"
BURG - RESIDENTIAL,11/26/2015 01:00:00 PM,15-062999,BURGLARY-NO FORCE,16Y,1500 E 38TH ST,Oakland,CA,"1500 E 38TH ST
Oakland, CA
(37.803553, -122.225215)"
STOLEN VEHICLE,11/26/2015 09:00:00 PM,15-063076,VEHICLE THEFT - AUTO,01X,100 EMBARCADERO,Oakland,CA,"100 EMBARCADERO
Oakland, CA
(37.798985, -122.286531)"
PETTY THEFT,11/23/2015 05:30:00 PM,15-915633,VANDALISM,04X,2000 BROADWAY,Oakland,CA,"2000 BROADWAY
Oakland, CA
(37.809458, -122.267904)"
MISDEMEANOR ASSAULT,11/26/2015 06:55:00 PM,15-062979,BATTERY,26X,5000 E 12TH ST,Oakland,CA,"5000 E 12TH ST
Oakland, CA
(37.76765, -122.210644)"
STOLEN VEHICLE,11/25/2015 10:40:00 PM,15-062878,VEHICLE THEFT - AUTO,06X,900 39TH ST,Oakland,CA,"900 39TH ST
Oakland, CA
(37.829933, -122.274367)"
FRAUD,11/23/2015 01:05:00 PM,15-915602,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,33X,1200 89TH AV,Oakland,CA,"1200 89TH AV
Oakland, CA
(37.749008, -122.178193)"
PETTY THEFT,11/23/2015 12:03:00 AM,15-915642,THEFT,07X,2700 PERALTA ST,Oakland,CA,"2700 PERALTA ST
Oakland, CA
(37.82025, -122.286848)"
VANDALISM,11/27/2015 08:52:00 AM,15-063044,VANDALISM,24X,2500 38TH AVE,Oakland,CA,"2500 38TH AVE
Oakland, CA
(37.784672, -122.208669)"
DOMESTIC VIOLENCE,11/26/2015 11:30:00 PM,15-063018,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,23X,3300 FARNAM ST,Oakland,CA,"3300 FARNAM ST
Oakland, CA
(37.777743, -122.224333)"
DOMESTIC VIOLENCE,11/26/2015 09:52:00 PM,15-062995,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,12X,400 45TH ST,Oakland,CA,"400 45TH ST
Oakland, CA
(37.833412, -122.258902)"
MISDEMEANOR ASSAULT,11/26/2015 08:00:00 AM,15-063056,BATTERY,25X,3500 MAYBELLE AV,Oakland,CA,"3500 MAYBELLE AV
Oakland, CA
(37.78804, -122.196785)"
BURG - RESIDENTIAL,11/25/2015 01:00:00 PM,15-062885,BURGLARY-FORCIBLE ENTRY,30Y,3000 75TH AV,Oakland,CA,"3000 75TH AV
Oakland, CA
(37.770268, -122.168815)"
GRAND THEFT,11/23/2015 01:00:00 PM,15-915631,GRAND THEFT,09X,5200 BROADWAY,Oakland,CA,"5200 BROADWAY
Oakland, CA
(37.836052, -122.251286)"
STOLEN VEHICLE,11/27/2015 06:00:00 AM,15-063097,VEHICLE THEFT - AUTO,17X,800 E18TH ST,Oakland,CA,"800 E18TH ST
Oakland, CA
"
STOLEN VEHICLE,11/26/2015 01:37:00 PM,15-062950,VEHICLE THEFT - AUTO,27Y,1700 62ND AV,Oakland,CA,"1700 62ND AV
Oakland, CA
(37.765411, -122.195212)"
MISDEMEANOR ASSAULT,11/26/2015 07:55:00 PM,15-062985,BATTERY,27Y,1700 57TH AV,Oakland,CA,"1700 57TH AV
Oakland, CA
(37.76809, -122.198827)"
MISDEMEANOR ASSAULT,11/27/2015 04:30:00 AM,15-063028,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,27Y,5700 INTERNATIONAL BLVD,Oakland,CA,"5700 INTERNATIONAL BLVD
Oakland, CA
(37.765963, -122.201323)"
NARCOTICS,11/26/2015 12:05:00 PM,15-062949,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,33X,9700 INTERNATIONAL BLVD,Oakland,CA,"9700 INTERNATIONAL BLVD
Oakland, CA
(37.745093, -122.170975)"
ROBBERY,11/27/2015 01:02:00 AM,15-063024,ATTEMPTED ROBBERY-STRONG-ARM,27Y,1400 61ST AV,Oakland,CA,"1400 61ST AV
Oakland, CA
(37.764665, -122.198189)"
ROBBERY,11/26/2015 07:05:00 PM,15-062980,ROBBERY-FIREARM,21Y,2000 RUTHERFORD ST,Oakland,CA,"2000 RUTHERFORD ST
Oakland, CA
(37.784089, -122.223638)"
VANDALISM,11/24/2015 02:45:00 PM,15-915607,VANDALISM,32X,9900 MEDFORD AV,Oakland,CA,"9900 MEDFORD AV
Oakland, CA
(37.739354, -122.177694)"
FRAUD,11/24/2015 02:40:00 PM,15-915662,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,09X,4400 VIEW ST,Oakland,CA,"4400 VIEW ST
Oakland, CA
(37.831659, -122.250353)"
FELONY ASSAULT,11/26/2015 08:01:00 PM,15-063002,EXHIBIT FIREARM,31Y,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)"
ROBBERY,11/26/2015 12:30:00 PM,15-062966,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",17Y,1400 E 31ST ST,Oakland,CA,"1400 E 31ST ST
Oakland, CA
(37.799276, -122.231413)"
BURG - AUTO,11/23/2015 08:30:00 AM,15-915621,BURGLARY-AUTO,03Y,600 8TH ST,Oakland,CA,"600 8TH ST
Oakland, CA
(37.80161, -122.277343)"
FELONY ASSAULT,11/26/2015 03:14:00 AM,15-062896,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,27Y,5700 INTERNATIONAL BLVD,Oakland,CA,"5700 INTERNATIONAL BLVD
Oakland, CA
(37.765963, -122.201323)"
BURG - AUTO,11/24/2015 02:45:00 PM,15-915609,BURGLARY-AUTO,32X,9900 MEDFORD AV,Oakland,CA,"9900 MEDFORD AV
Oakland, CA
(37.739354, -122.177694)"
STOLEN VEHICLE,11/26/2015 06:30:00 AM,15-062986,VEHICLE THEFT - AUTO,22Y,4200 WILSHIRE BLVD,Oakland,CA,"4200 WILSHIRE BLVD
Oakland, CA
(37.803991, -122.19985)"
RECOVERED O/S STOLEN,11/27/2015 08:10:00 AM,15-063041,VEHICLE THEFT - AUTO,05Y,1600 14TH ST,Oakland,CA,"1600 14TH ST
Oakland, CA
(37.811429, -122.29408)"
STOLEN VEHICLE,11/26/2015 01:00:00 PM,15-063033,VEHICLE THEFT - AUTO,28X,3300 COURTLAND AV,Oakland,CA,"3300 COURTLAND AV
Oakland, CA
(37.785395, -122.196087)"
VANDALISM,11/23/2015 03:30:00 AM,15-915611,VANDALISM,22X,3500 FRUITVALE AV,Oakland,CA,"3500 FRUITVALE AV
Oakland, CA
(37.800418, -122.216111)"
STOLEN VEHICLE,11/25/2015 05:30:00 PM,15-062916,VEHICLE THEFT - AUTO,16X,800 TRESTLE GLEN RD,Oakland,CA,"800 TRESTLE GLEN RD
Oakland, CA
(37.808726, -122.24006)"
MISDEMEANOR ASSAULT,11/27/2015 12:51:00 PM,15-063080,BATTERY,24X,1900 42ND AV,Oakland,CA,"1900 42ND AV
Oakland, CA
(37.775966, -122.213232)"
THREATS,11/27/2015 01:35:00 PM,15-063093,THREAT CRIME:INT:TERRORIZE,03Y,1100 BROADWAY,Oakland,CA,"1100 BROADWAY
Oakland, CA
(37.802447, -122.272287)"
VANDALISM,11/27/2015 01:59:00 PM,15-063090,VANDALISM,24X,2400 HARRINGTON AV,Oakland,CA,"2400 HARRINGTON AV
Oakland, CA
(37.785205, -122.211591)"
MISDEMEANOR ASSAULT,11/26/2015 10:00:00 PM,15-062998,BATTERY,20X,1500 28TH AV,Oakland,CA,"1500 28TH AV
Oakland, CA
(37.780845, -122.229013)"
ROBBERY,11/26/2015 07:45:00 AM,15-062911,CARJACKING WITH FIREARM,23X,3300 E 12TH ST,Oakland,CA,"3300 E 12TH ST
Oakland, CA
(37.776195, -122.224561)"
